npi,provider_first_name,provider_last_name,credential,specialty,group_practice,street_address,city,state,zip,phone,accepting_new_patients,plan_tiers_accepted,telehealth_available,languages_spoken,hospital_affiliation
1705302800,James,Wilson,MD,Orthopedics,California Health Network,2715 Oak St,Sacramento,CA,95814,(446) 472-9743,Yes,Gold,Yes,"English,French",Providence Saint Joseph Medical Center
1752221438,Patricia,Garcia,MD,Orthopedics,California Health Network,9792 Main Way,Fresno,CA,93701,(560) 781-3328,Yes,Gold,No,"English,Arabic",UCLA Medical Center
1356196659,Linda,Kim,MD,Gastroenterology,Pacific Health Partners,8725 Maple Ave,San Jose,CA,95101,(828) 406-3137,Yes,"Silver,Gold",Yes,"English,Spanish",UCSF Medical Center
1756491925,Richard,Johnson,MD,Gastroenterology,California Health Network,6078 Oak Blvd,San Diego,CA,92101,(878) 605-2655,Yes,"Silver,Gold",No,"English,Portuguese",Stanford Health Care
1632380409,Michael,Garcia,MD,Gastroenterology,Bay Area Specialists,5946 Lake Way,Oakland,CA,94601,(379) 587-6026,Yes,"Silver,Gold",Yes,"English,Portuguese",Providence Saint Joseph Medical Center
1686815488,Kenji,Smith,MD,Gastroenterology,California Health Network,5313 Broadway St,San Diego,CA,92101,(779) 306-9129,Yes,"Bronze,Silver,Gold",No,English,Huntington Hospital
1744292151,Susan,Anderson,MD,Ophthalmology,Pacific Health Partners,4445 Lake St,San Francisco,CA,94102,(269) 558-5205,Yes,Gold,Yes,English,Stanford Health Care
1403026384,Maria,Thompson,PA-C,Ophthalmology,Golden State Medical Group,6304 Cedar Dr,Los Angeles,CA,90001,(303) 690-4695,Yes,"Bronze,Silver",No,English,Huntington Hospital
1785963005,Maria,Taylor,MD,Ophthalmology,Bay Area Specialists,2887 Elm St,San Francisco,CA,94102,(276) 760-2525,Yes,"Bronze,Silver,Gold",Yes,English,Scripps Health
1203994042,Ana,Smith,MD,Ophthalmology,California Health Network,1759 Cedar St,Long Beach,CA,90802,(619) 913-9849,Yes,"Bronze,Silver",Yes,English,Stanford Health Care
1459138405,Susan,Brown,MD,Nephrology,California Health Network,993 Cedar Ave,San Jose,CA,95101,(289) 501-8869,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Huntington Hospital
1960867381,David,Garcia,DO,Nephrology,SoCal Medical Associates,6612 Maple Rd,Los Angeles,CA,90001,(876) 471-2493,No,"Bronze,Silver,Gold",Yes,English,UCSF Medical Center
1605855162,Joseph,Anderson,MD,Nephrology,Pacific Health Partners,4415 Lake Blvd,Oakland,CA,94601,(263) 354-2584,Yes,Gold,Yes,English,Providence Saint Joseph Medical Center
1946668636,Carlos,Davis,NP,Pulmonology,SoCal Medical Associates,8873 Maple Dr,Fresno,CA,93701,(441) 687-5896,Yes,"Bronze,Silver,Gold",No,English,Cedars-Sinai Medical Center
1135491190,Wei,Rodriguez,NP,Pulmonology,Pacific Health Partners,2838 Lake St,Los Angeles,CA,90001,(243) 633-2283,No,"Bronze,Silver",Yes,English,Stanford Health Care
1491942526,Ahmed,Wilson,MD,Pulmonology,Pacific Health Partners,5443 Pine Dr,San Diego,CA,92101,(212) 917-9561,No,"Bronze,Silver",Yes,"English,Portuguese",UCSF Medical Center
1283614547,Michael,Rodriguez,MD,Endocrinology,Pacific Health Partners,8875 Cedar Rd,San Diego,CA,92101,(592) 870-8955,No,"Bronze,Silver,Gold",Yes,"English,Korean",UCSF Medical Center
1510261646,William,Thompson,MD,Endocrinology,Pacific Health Partners,3992 Main Way,San Diego,CA,92101,(475) 581-1331,Yes,"Bronze,Silver",No,"English,Arabic",Huntington Hospital
1447506309,William,Kim,MD,Endocrinology,Golden State Medical Group,5357 Pine Way,San Jose,CA,95101,(819) 861-2462,Yes,Gold,No,"English,Russian",UCLA Medical Center
1145652883,Kenji,Kim,NP,Oncology,Pacific Health Partners,5197 Highland Rd,Fresno,CA,93701,(999) 736-1474,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",Scripps Health
1426213526,Maria,Davis,MD,Oncology,Pacific Health Partners,6135 Maple Dr,Sacramento,CA,95814,(850) 326-1500,Yes,Gold,No,"English,Korean",Providence Saint Joseph Medical Center
1415071728,Linda,Kim,MD,Hematology,Bay Area Specialists,1580 Pine Ave,Long Beach,CA,90802,(250) 366-4511,Yes,"Silver,Gold",Yes,"English,Korean",Scripps Health
1185972787,Omar,Miller,DO,Hematology,California Health Network,7867 Park Way,Sacramento,CA,95814,(815) 208-4666,Yes,"Bronze,Silver,Gold",Yes,"English,Spanish",Huntington Hospital
1727133833,Ana,Young,DO,Hematology,SoCal Medical Associates,3675 Maple Blvd,San Jose,CA,95101,(733) 838-7506,Yes,Gold,Yes,English,Huntington Hospital
1349113269,Priya,Hall,MD,Psychiatry,Bay Area Specialists,5609 Pine Way,Oakland,CA,94601,(483) 467-5895,Yes,"Bronze,Silver,Gold",Yes,English,Kaiser Permanente
1416907018,Maria,Walker,MD,Psychiatry,Golden State Medical Group,4350 Elm Rd,Sacramento,CA,95814,(954) 236-4111,Yes,"Bronze,Silver,Gold",Yes,"English,Korean",Scripps Health
1505497119,Omar,Chen,PA-C,Psychiatry,California Health Network,3067 Pine Ave,Sacramento,CA,95814,(331) 958-5237,Yes,Gold,Yes,"English,Portuguese",Scripps Health
1628751749,Yuki,Williams,MD,Psychiatry,Golden State Medical Group,5528 Cedar Blvd,Oakland,CA,94601,(501) 674-2929,No,Gold,Yes,English,Scripps Health
1215066828,Jessica,Miller,NP,OB/GYN,SoCal Medical Associates,985 Park St,San Francisco,CA,94102,(550) 619-8496,Yes,"Bronze,Silver,Gold",No,English,UCSF Medical Center
1618774770,Robert,Kim,MD,OB/GYN,Bay Area Specialists,4581 Lake St,San Diego,CA,92101,(982) 362-9021,Yes,"Bronze,Silver,Gold",Yes,English,Stanford Health Care
1400614581,Yuki,White,MD,OB/GYN,SoCal Medical Associates,8845 Lake Way,Fresno,CA,93701,(214) 529-9700,Yes,"Bronze,Silver",Yes,English,Huntington Hospital
1328688580,Yuki,Moore,MD,OB/GYN,Bay Area Specialists,6384 Highland Dr,Los Angeles,CA,90001,(371) 266-1749,Yes,Gold,No,English,UCLA Medical Center
1240863230,Sandra,Allen,MD,Pediatrics,SoCal Medical Associates,6709 Main St,Oakland,CA,94601,(944) 334-4460,Yes,Gold,Yes,"English,Hindi",Scripps Health
1740613153,Jennifer,Anderson,MD,Pediatrics,Bay Area Specialists,1871 Main Ave,San Diego,CA,92101,(318) 626-8279,No,"Bronze,Silver,Gold",Yes,"English,Spanish",Huntington Hospital
1668724016,Jessica,Young,MD,Pediatrics,Pacific Health Partners,1754 Highland Blvd,San Jose,CA,95101,(820) 917-3247,No,Gold,Yes,English,UCLA Medical Center
1384315640,Karen,Brown,MD,Internal Medicine,Golden State Medical Group,4408 Highland St,San Francisco,CA,94102,(920) 619-5839,Yes,"Bronze,Silver,Gold",Yes,English,Providence Saint Joseph Medical Center
1718356830,David,Young,PA-C,Internal Medicine,Golden State Medical Group,1558 Oak Dr,Long Beach,CA,90802,(705) 352-2475,Yes,"Bronze,Silver,Gold",Yes,English,Scripps Health
1915095060,William,Hall,MD,Internal Medicine,Bay Area Specialists,1735 Park Ave,San Francisco,CA,94102,(497) 568-6123,No,Gold,Yes,English,Providence Saint Joseph Medical Center
1943255923,Jennifer,Johnson,MD,Internal Medicine,Golden State Medical Group,7271 Broadway Blvd,San Francisco,CA,94102,(950) 295-7105,Yes,Gold,Yes,English,Stanford Health Care
1779977998,Joseph,Harris,DO,Family Medicine,SoCal Medical Associates,1952 Park Way,Fresno,CA,93701,(260) 363-2699,No,"Bronze,Silver",Yes,"English,Hindi",Huntington Hospital
1121265692,Carlos,Allen,PA-C,Family Medicine,California Health Network,2240 Maple Rd,Long Beach,CA,90802,(621) 651-1753,Yes,"Bronze,Silver",No,"English,Spanish",Stanford Health Care
1371245687,James,Young,NP,Rheumatology,Bay Area Specialists,7191 Lake Rd,Oakland,CA,94601,(879) 892-7305,Yes,"Bronze,Silver,Gold",Yes,"English,Mandarin",UCLA Medical Center
1355295629,James,Hall,MD,Rheumatology,SoCal Medical Associates,8155 Cedar St,Los Angeles,CA,90001,(484) 251-9305,Yes,"Silver,Gold",Yes,English,Providence Saint Joseph Medical Center
1127460504,Joseph,Davis,MD,Rheumatology,SoCal Medical Associates,8266 Maple Blvd,Fresno,CA,93701,(709) 963-1291,Yes,"Bronze,Silver,Gold",No,English,Providence Saint Joseph Medical Center
1702867083,Maria,Chen,NP,Rheumatology,Pacific Health Partners,8428 Highland St,Fresno,CA,93701,(887) 667-6584,Yes,"Bronze,Silver,Gold",Yes,"English,Korean",Cedars-Sinai Medical Center
1381327572,Richard,Chen,MD,Urology,Bay Area Specialists,3733 Main Blvd,Long Beach,CA,90802,(848) 498-9973,Yes,"Bronze,Silver",Yes,English,Providence Saint Joseph Medical Center
1998812098,Maria,Garcia,PA-C,Urology,SoCal Medical Associates,3309 Lake Ave,San Francisco,CA,94102,(602) 420-8488,Yes,"Bronze,Silver,Gold",Yes,English,Stanford Health Care
1569474377,Sandra,Johnson,MD,Infectious Disease,SoCal Medical Associates,2305 Maple Ave,San Francisco,CA,94102,(953) 249-8091,No,"Bronze,Silver",Yes,"English,Portuguese",UCSF Medical Center
1653901994,Ana,Rodriguez,MD,Infectious Disease,Pacific Health Partners,8359 Elm Rd,San Diego,CA,92101,(909) 980-5067,Yes,"Bronze,Silver",No,"English,Arabic",Stanford Health Care
1764369269,Karen,Harris,MD,Infectious Disease,SoCal Medical Associates,4997 Highland Blvd,Oakland,CA,94601,(954) 766-4560,Yes,"Bronze,Silver,Gold",Yes,"English,Portuguese",Stanford Health Care
1515793279,Omar,Anderson,MD,Radiology,California Health Network,1990 Cedar Dr,San Jose,CA,95101,(796) 784-7839,Yes,"Bronze,Silver,Gold",No,"English,Arabic",Stanford Health Care
1733784779,Wei,Brown,MD,Radiology,Golden State Medical Group,4474 Park Blvd,Los Angeles,CA,90001,(456) 349-2016,Yes,"Bronze,Silver,Gold",Yes,"English,French",Huntington Hospital
1416133637,Patricia,Harris,MD,Radiology,California Health Network,4812 Main Rd,Los Angeles,CA,90001,(626) 901-6122,Yes,"Bronze,Silver",Yes,English,UCLA Medical Center
1190509600,David,Walker,PA-C,Radiology,Bay Area Specialists,3270 Pine Rd,San Jose,CA,95101,(899) 276-4063,Yes,"Bronze,Silver,Gold",Yes,"English,French",UCLA Medical Center
1354939091,Joseph,Johnson,MD,Emergency Medicine,California Health Network,9668 Pine Ave,San Francisco,CA,94102,(677) 926-3536,Yes,Gold,Yes,English,Kaiser Permanente
1197427943,Ahmed,Johnson,MD,Emergency Medicine,SoCal Medical Associates,5307 Highland St,Oakland,CA,94601,(733) 269-9276,Yes,"Bronze,Silver,Gold",No,"English,Mandarin",Kaiser Permanente
1509874021,Robert,Anderson,MD,Emergency Medicine,Bay Area Specialists,3679 Broadway Dr,Fresno,CA,93701,(774) 970-1144,Yes,Gold,Yes,English,UCLA Medical Center
1580075399,Thomas,Davis,MD,Emergency Medicine,Pacific Health Partners,1957 Elm Blvd,Oakland,CA,94601,(941) 489-1404,Yes,Gold,Yes,English,UCLA Medical Center
1572525395,Jessica,Johnson,DO,General Surgery,Bay Area Specialists,1672 Park Dr,Long Beach,CA,90802,(207) 841-2072,Yes,"Bronze,Silver,Gold",Yes,English,UCLA Medical Center
1769731458,Omar,White,MD,General Surgery,California Health Network,2619 Main Rd,Sacramento,CA,95814,(539) 238-2433,Yes,"Bronze,Silver",Yes,"English,Mandarin",UCLA Medical Center
1018136542,William,Chen,MD,General Surgery,Bay Area Specialists,6726 Elm Blvd,San Diego,CA,92101,(598) 889-2938,Yes,"Bronze,Silver",Yes,English,UCLA Medical Center
1302277050,Kenji,Rodriguez,MD,General Surgery,Bay Area Specialists,5037 Broadway Ave,San Francisco,CA,94102,(983) 648-7249,No,"Bronze,Silver,Gold",Yes,English,UCSF Medical Center
1952385500,Linda,Chen,MD,Vascular Surgery,SoCal Medical Associates,2460 Pine Way,Long Beach,CA,90802,(946) 863-7113,Yes,"Bronze,Silver,Gold",Yes,English,Stanford Health Care
1443084388,Jennifer,Johnson,MD,Vascular Surgery,California Health Network,3541 Cedar St,San Diego,CA,92101,(861) 724-3333,Yes,"Bronze,Silver,Gold",Yes,"English,Korean",Huntington Hospital
1105444031,David,Brown,MD,Plastic Surgery,California Health Network,4862 Oak Blvd,San Jose,CA,95101,(402) 943-8982,Yes,"Bronze,Silver",No,"English,Mandarin",Cedars-Sinai Medical Center
1483877436,Omar,Hall,MD,Plastic Surgery,Bay Area Specialists,3270 Cedar Rd,San Diego,CA,92101,(536) 831-6008,Yes,"Bronze,Silver,Gold",Yes,English,UCSF Medical Center
1729693657,Richard,White,MD,Speech Therapy,Bay Area Specialists,4633 Cedar St,Oakland,CA,94601,(950) 539-8863,No,"Silver,Gold",No,"English,Tagalog",Cedars-Sinai Medical Center
1210917183,Karen,Kim,NP,Speech Therapy,Golden State Medical Group,4697 Park Dr,Oakland,CA,94601,(469) 951-2252,Yes,"Bronze,Silver,Gold",Yes,English,UCSF Medical Center
1832361696,Carlos,Rodriguez,MD,Speech Therapy,Pacific Health Partners,8942 Maple Way,Los Angeles,CA,90001,(352) 574-7430,Yes,"Bronze,Silver,Gold",Yes,English,UCLA Medical Center
1479125557,Michael,Harris,NP,Speech Therapy,SoCal Medical Associates,2817 Highland St,San Jose,CA,95101,(363) 383-3395,No,Gold,No,"English,French",UCSF Medical Center
1416711804,Jessica,Davis,MD,Physical Therapy,Bay Area Specialists,3487 Highland Blvd,Sacramento,CA,95814,(680) 665-1760,Yes,"Silver,Gold",Yes,English,Kaiser Permanente
1631015334,Jennifer,Young,NP,Physical Therapy,Bay Area Specialists,6271 Elm Blvd,Oakland,CA,94601,(869) 279-9465,Yes,"Bronze,Silver,Gold",No,"English,Hindi",Kaiser Permanente
1082772849,Patricia,Anderson,PA-C,Occupational Therapy,California Health Network,7307 Park St,Fresno,CA,93701,(726) 858-5600,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Providence Saint Joseph Medical Center
1226241647,Linda,Anderson,MD,Occupational Therapy,Golden State Medical Group,7989 Maple Rd,San Diego,CA,92101,(804) 365-7732,Yes,"Bronze,Silver",Yes,"English,Mandarin",UCSF Medical Center
1990469789,Carlos,Rodriguez,MD,Allergy & Immunology,California Health Network,1016 Park Blvd,San Diego,CA,92101,(384) 729-7642,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Stanford Health Care
1853212504,Robert,Miller,PA-C,Allergy & Immunology,SoCal Medical Associates,6830 Broadway St,San Jose,CA,95101,(796) 985-3979,Yes,"Silver,Gold",Yes,English,Providence Saint Joseph Medical Center
1561257031,Thomas,Walker,MD,Pain Management,Golden State Medical Group,1878 Main St,Oakland,CA,94601,(716) 900-7877,Yes,"Bronze,Silver",Yes,English,UCSF Medical Center
1579053918,Linda,Kim,MD,Pain Management,California Health Network,8001 Park Dr,San Francisco,CA,94102,(201) 993-8069,No,"Bronze,Silver,Gold",No,"English,Mandarin",Cedars-Sinai Medical Center
1143755891,Ana,Patel,MD,Pain Management,SoCal Medical Associates,9539 Oak Rd,Los Angeles,CA,90001,(460) 688-4809,Yes,"Bronze,Silver",No,English,UCLA Medical Center
1220566645,William,Miller,MD,Pain Management,California Health Network,217 Elm Way,Fresno,CA,93701,(904) 523-7698,Yes,"Bronze,Silver,Gold",Yes,English,Cedars-Sinai Medical Center
1592818173,Yuki,Rodriguez,DO,Urgent Care,California Health Network,6611 Lake Rd,Fresno,CA,93701,(770) 694-3928,Yes,"Bronze,Silver",Yes,"English,Korean",Kaiser Permanente
1173726191,William,Taylor,MD,Urgent Care,SoCal Medical Associates,3864 Maple Way,Long Beach,CA,90802,(302) 419-9328,No,"Silver,Gold",No,"English,Mandarin",Scripps Health
1238123991,Linda,Thompson,MD,Cardiology,Florida Medical Group,1544 Oak Blvd,Miami,FL,33101,(579) 281-1618,No,"Bronze,Silver",No,"English,Tagalog",Jackson Memorial Hospital
1036087763,Ana,Walker,MD,Cardiology,Coastal Health Associates,8589 Pine St,Fort Lauderdale,FL,33301,(813) 722-9451,Yes,"Bronze,Silver",Yes,English,Mayo Clinic Florida
1719044151,Omar,Johnson,MD,Cardiology,Sunshine State Health Partners,4620 Elm Blvd,Tampa,FL,33601,(604) 615-4281,Yes,"Silver,Gold",Yes,English,Tampa General Hospital
1617301394,Robert,Chen,DO,Cardiology,Southeast Specialists,3287 Maple Rd,Orlando,FL,32801,(204) 467-3867,No,Gold,Yes,English,Broward Health
1519293644,Wei,Taylor,MD,Neurology,Florida Health Network,7354 Elm Dr,Orlando,FL,32801,(988) 449-6565,No,Gold,Yes,"English,Korean",Jackson Memorial Hospital
1442839009,Carlos,Smith,PA-C,Neurology,Southeast Specialists,3710 Lake Blvd,Gainesville,FL,32601,(561) 728-9776,Yes,"Bronze,Silver,Gold",Yes,English,Jackson Memorial Hospital
1960264762,Karen,Williams,MD,Dermatology,Sunshine State Health Partners,5242 Cedar St,Jacksonville,FL,32099,(787) 475-3994,Yes,"Bronze,Silver,Gold",No,"English,Russian",Broward Health
1167498965,Susan,Moore,MD,Dermatology,Florida Medical Group,4191 Broadway Blvd,Jacksonville,FL,32099,(997) 309-2964,Yes,"Silver,Gold",Yes,English,UF Health Shands
1196357164,Ahmed,Smith,NP,Dermatology,Coastal Health Associates,9512 Pine Rd,Gainesville,FL,32601,(982) 723-5591,No,Gold,Yes,"English,Russian",AdventHealth Orlando
1749734394,Maria,Patel,MD,Orthopedics,Florida Health Network,2963 Maple Ave,Tampa,FL,33601,(730) 671-6171,Yes,"Bronze,Silver,Gold",Yes,"English,Tagalog",Baptist Health South Florida
1289274886,Joseph,Rodriguez,MD,Orthopedics,Southeast Specialists,9087 Pine St,Jacksonville,FL,32099,(682) 827-6621,Yes,"Bronze,Silver,Gold",Yes,"English,Hindi",Broward Health
1618360105,Sandra,Miller,MD,Orthopedics,Southeast Specialists,3047 Broadway St,Gainesville,FL,32601,(902) 434-2636,Yes,"Bronze,Silver",Yes,English,Broward Health
1555132014,Joseph,Miller,MD,Orthopedics,Coastal Health Associates,8285 Park Way,West Palm Beach,FL,33401,(746) 937-6172,No,"Bronze,Silver,Gold",No,English,Mayo Clinic Florida
1359334721,Joseph,Brown,MD,Gastroenterology,Florida Medical Group,1677 Maple Way,Miami,FL,33101,(466) 569-6903,Yes,Gold,No,English,AdventHealth Orlando
1349063037,Sandra,Brown,MD,Gastroenterology,Florida Health Network,2959 Pine Blvd,Miami,FL,33101,(889) 722-8987,No,"Bronze,Silver,Gold",Yes,"English,Portuguese",Tampa General Hospital
1084945787,Ahmed,Taylor,PA-C,Gastroenterology,Florida Medical Group,9465 Elm Ave,West Palm Beach,FL,33401,(365) 551-4739,Yes,Gold,No,English,Mayo Clinic Florida
1444517369,Ana,Wilson,MD,Ophthalmology,Southeast Specialists,9716 Highland Rd,Fort Lauderdale,FL,33301,(371) 388-1378,Yes,"Bronze,Silver",Yes,"English,Arabic",Cleveland Clinic Florida
1057794625,Omar,Wilson,MD,Ophthalmology,Florida Medical Group,1145 Maple Dr,Jacksonville,FL,32099,(226) 989-7504,Yes,"Bronze,Silver",Yes,English,Tampa General Hospital
1135733540,Ahmed,Jones,MD,Ophthalmology,Southeast Specialists,4755 Maple Way,Fort Lauderdale,FL,33301,(334) 739-3795,Yes,"Silver,Gold",Yes,English,Cleveland Clinic Florida
1641651145,Richard,Kim,PA-C,Ophthalmology,Florida Health Network,8935 Park Dr,Boca Raton,FL,33431,(667) 846-8126,Yes,"Bronze,Silver",No,English,UF Health Shands
1875507381,Robert,Harris,DO,Nephrology,Coastal Health Associates,272 Main Dr,Jacksonville,FL,32099,(976) 339-6634,Yes,Gold,No,English,Broward Health
1202476546,Ana,Kim,PA-C,Nephrology,Sunshine State Health Partners,218 Highland Blvd,Miami,FL,33101,(621) 774-8161,No,"Bronze,Silver",Yes,"English,French",UF Health Shands
1867126986,Ana,Moore,MD,Nephrology,Florida Medical Group,4024 Highland Dr,Tampa,FL,33601,(910) 901-5454,Yes,Gold,Yes,English,Cleveland Clinic Florida
1292201792,Sandra,Miller,MD,Pulmonology,Florida Medical Group,7560 Broadway Rd,Fort Lauderdale,FL,33301,(917) 837-9060,Yes,Gold,No,English,Mayo Clinic Florida
1008809073,Michael,Johnson,NP,Pulmonology,Florida Medical Group,2148 Maple Way,Miami,FL,33101,(438) 292-3468,Yes,"Bronze,Silver,Gold",No,English,AdventHealth Orlando
1060170716,Richard,White,DO,Pulmonology,Southeast Specialists,5510 Oak St,Jacksonville,FL,32099,(472) 994-7429,Yes,"Bronze,Silver",Yes,"English,Spanish",Baptist Health South Florida
1792012381,Linda,Miller,DO,Pulmonology,Sunshine State Health Partners,6404 Maple St,Gainesville,FL,32601,(234) 403-8550,Yes,"Bronze,Silver,Gold",Yes,"English,French",Cleveland Clinic Florida
1516716343,Jessica,Thompson,DO,Endocrinology,Florida Medical Group,8634 Oak Blvd,Jacksonville,FL,32099,(853) 505-4255,Yes,"Bronze,Silver,Gold",Yes,"English,Portuguese",Broward Health
1045090037,Jennifer,Davis,MD,Endocrinology,Sunshine State Health Partners,6584 Lake Ave,Jacksonville,FL,32099,(795) 907-8786,Yes,"Silver,Gold",No,"English,Mandarin",Broward Health
1165268660,Susan,Garcia,PA-C,Endocrinology,Florida Health Network,1079 Cedar Way,Orlando,FL,32801,(918) 749-2759,Yes,Gold,No,"English,Spanish",Jackson Memorial Hospital
1521089199,Richard,Chen,MD,Endocrinology,Florida Medical Group,2307 Pine Ave,Jacksonville,FL,32099,(923) 648-5828,No,"Bronze,Silver,Gold",Yes,"English,Arabic",Baptist Health South Florida
1166457342,Priya,Anderson,MD,Oncology,Southeast Specialists,2727 Oak Dr,Tampa,FL,33601,(660) 502-5314,Yes,"Bronze,Silver,Gold",No,"English,Portuguese",Baptist Health South Florida
1578700154,Yuki,Patel,MD,Oncology,Sunshine State Health Partners,5354 Oak Way,Miami,FL,33101,(596) 394-9586,No,"Bronze,Silver,Gold",Yes,"English,French",Mayo Clinic Florida
1191811951,Ahmed,Taylor,MD,Oncology,Southeast Specialists,1192 Main St,Tampa,FL,33601,(232) 406-2753,No,"Bronze,Silver,Gold",Yes,English,Cleveland Clinic Florida
1650637748,Maria,Rodriguez,MD,Oncology,Florida Health Network,904 Cedar St,Orlando,FL,32801,(935) 272-1214,Yes,"Bronze,Silver,Gold",Yes,"English,Korean",Baptist Health South Florida
1788448988,Thomas,Hall,MD,Hematology,Florida Health Network,4455 Highland Ave,Orlando,FL,32801,(272) 511-2276,Yes,"Bronze,Silver",Yes,"English,Spanish",Broward Health
1804441314,Jennifer,Moore,MD,Hematology,Florida Medical Group,9439 Park Dr,Orlando,FL,32801,(771) 625-2728,Yes,"Silver,Gold",Yes,"English,French",Cleveland Clinic Florida
1644154611,Ana,Allen,MD,Hematology,Florida Medical Group,5629 Park Dr,Gainesville,FL,32601,(653) 560-6163,Yes,"Silver,Gold",No,"English,Portuguese",Jackson Memorial Hospital
1485764529,Kenji,Martinez,MD,Psychiatry,Florida Health Network,9115 Pine Blvd,West Palm Beach,FL,33401,(658) 606-1003,Yes,"Bronze,Silver,Gold",No,English,Tampa General Hospital
1882978122,Wei,Jones,DO,Psychiatry,Southeast Specialists,5259 Main Way,Miami,FL,33101,(482) 766-9376,Yes,"Silver,Gold",Yes,English,AdventHealth Orlando
1098682372,Thomas,Anderson,MD,Psychiatry,Southeast Specialists,3917 Pine Blvd,Miami,FL,33101,(784) 609-4562,Yes,Gold,Yes,"English,French",Mayo Clinic Florida
1837649523,Linda,Kim,MD,OB/GYN,Florida Health Network,9541 Elm Ave,Gainesville,FL,32601,(257) 989-6478,Yes,Gold,No,English,Jackson Memorial Hospital
1606570606,Jennifer,Davis,MD,OB/GYN,Coastal Health Associates,774 Cedar Dr,West Palm Beach,FL,33401,(353) 534-9231,Yes,"Bronze,Silver,Gold",Yes,English,AdventHealth Orlando
1158927104,Omar,Moore,MD,OB/GYN,Florida Health Network,7176 Pine Rd,Miami,FL,33101,(335) 544-2352,No,"Bronze,Silver,Gold",Yes,"English,French",Baptist Health South Florida
1600539700,Priya,Thompson,DO,Pediatrics,Coastal Health Associates,2236 Park Rd,Miami,FL,33101,(402) 699-7476,Yes,"Bronze,Silver,Gold",Yes,English,Jackson Memorial Hospital
1373992719,Susan,Williams,DO,Pediatrics,Southeast Specialists,6876 Elm Blvd,Jacksonville,FL,32099,(395) 528-6644,Yes,"Bronze,Silver,Gold",No,English,Cleveland Clinic Florida
1813610452,Patricia,Walker,PA-C,Pediatrics,Coastal Health Associates,3371 Cedar St,Tampa,FL,33601,(945) 287-2841,Yes,"Bronze,Silver,Gold",Yes,"English,French",Mayo Clinic Florida
1577678962,Karen,Smith,MD,Pediatrics,Southeast Specialists,5537 Lake Way,Tampa,FL,33601,(416) 408-9952,Yes,"Bronze,Silver",Yes,English,Jackson Memorial Hospital
1215495749,Ana,Young,MD,Internal Medicine,Florida Health Network,2890 Main Blvd,Tampa,FL,33601,(913) 832-5444,Yes,"Bronze,Silver,Gold",No,English,Cleveland Clinic Florida
1546041020,Robert,Thompson,DO,Internal Medicine,Sunshine State Health Partners,6432 Lake Rd,Miami,FL,33101,(926) 301-6168,No,"Bronze,Silver,Gold",Yes,English,Broward Health
1526061386,Linda,Miller,NP,Internal Medicine,Florida Health Network,8773 Pine Blvd,Orlando,FL,32801,(602) 962-3572,Yes,"Bronze,Silver,Gold",No,English,Baptist Health South Florida
1300855850,Patricia,Hall,DO,Family Medicine,Florida Health Network,6443 Main Dr,Boca Raton,FL,33431,(430) 355-6599,No,Gold,Yes,"English,Korean",Tampa General Hospital
1482291740,Robert,Moore,MD,Family Medicine,Coastal Health Associates,5218 Broadway Blvd,Tampa,FL,33601,(755) 334-4387,Yes,"Silver,Gold",Yes,"English,Tagalog",Tampa General Hospital
1572263097,Michael,Taylor,NP,Family Medicine,Coastal Health Associates,5301 Oak Dr,Jacksonville,FL,32099,(936) 321-4016,Yes,"Silver,Gold",Yes,"English,Hindi",Mayo Clinic Florida
1198370042,Richard,White,MD,Family Medicine,Coastal Health Associates,3179 Oak St,Miami,FL,33101,(226) 980-5372,Yes,Gold,Yes,English,UF Health Shands
1527685695,Omar,Smith,MD,Rheumatology,Coastal Health Associates,6226 Park Rd,Jacksonville,FL,32099,(685) 340-3683,Yes,"Silver,Gold",Yes,"English,Russian",Jackson Memorial Hospital
1526072176,Sandra,Smith,DO,Rheumatology,Florida Medical Group,3001 Maple Dr,Miami,FL,33101,(904) 532-8496,Yes,"Silver,Gold",No,"English,Mandarin",Cleveland Clinic Florida
1117377475,Ahmed,Moore,MD,Urology,Coastal Health Associates,8705 Main Dr,Miami,FL,33101,(662) 667-1694,Yes,"Bronze,Silver,Gold",Yes,"English,Portuguese",Broward Health
1830729364,Kenji,Johnson,NP,Urology,Florida Health Network,7301 Elm Blvd,West Palm Beach,FL,33401,(492) 672-3727,No,"Bronze,Silver,Gold",No,English,Cleveland Clinic Florida
1586700164,Ana,Patel,MD,Urology,Coastal Health Associates,3045 Broadway Way,Miami,FL,33101,(338) 602-7775,Yes,"Bronze,Silver,Gold",No,"English,Mandarin",Baptist Health South Florida
1122583664,Thomas,Rodriguez,MD,Infectious Disease,Sunshine State Health Partners,2786 Oak Ave,Tampa,FL,33601,(923) 660-6946,Yes,Gold,Yes,English,Baptist Health South Florida
1935557052,Kenji,Patel,MD,Infectious Disease,Coastal Health Associates,2899 Cedar Dr,West Palm Beach,FL,33401,(875) 353-3656,Yes,"Bronze,Silver,Gold",Yes,English,Mayo Clinic Florida
